"Date","Last","Open","High","Low","Vol.","Change %"
"17/06/2024","30,500.0","30,400.0","30,800.0","30,250.0","14510000","-0.16%"
"14/06/2024","30,550.0","31,650.0","31,900.0","30,550.0","15870000","-3.48%"
"13/06/2024","31,650.0","31,500.0","31,900.0","31,250.0","19840000","0.96%"
"12/06/2024","31,350.0","31,250.0","31,350.0","30,900.0","10810000","0.48%"
"11/06/2024","31,200.0","31,200.0","31,350.0","30,700.0","14060000","0.32%"
"10/06/2024","31,100.0","31,200.0","31,700.0","31,050.0","14940000","1.14%"
"07/06/2024","30,750.0","30,700.0","31,100.0","30,700.0","12980000","0.16%"
"06/06/2024","30,700.0","29,950.0","31,100.0","29,650.0","31380000","3.72%"
"05/06/2024","29,600.0","30,000.0","30,400.0","29,600.0","15300000","-1.17%"
"04/06/2024","29,950.0","30,500.0","30,600.0","29,850.0","20230000","0.67%"
"03/06/2024","29,750.0","28,100.0","29,750.0","28,100.0","28580000","6.82%"
"31/05/2024","27,850.0","28,050.0","28,200.0","27,800.0","5570000","0.00%"
"30/05/2024","27,850.0","28,000.0","28,250.0","27,600.0","16000000","-1.42%"
"29/05/2024","28,250.0","28,900.0","28,900.0","28,250.0","10810000","-2.08%"
"28/05/2024","28,850.0","28,800.0","29,000.0","28,600.0","9010000","0.52%"
"27/05/2024","28,700.0","28,800.0","28,950.0","28,350.0","6560000","0.00%"
"24/05/2024","28,700.0","28,450.0","29,250.0","28,300.0","28340000","0.53%"
"23/05/2024","28,550.0","27,900.0","28,550.0","27,700.0","10710000","1.96%"
"22/05/2024","28,000.0","28,300.0","28,400.0","27,950.0","7850000","-1.06%"
"21/05/2024","28,300.0","28,300.0","28,450.0","27,850.0","9960000","0.00%"
"20/05/2024","28,300.0","28,750.0","28,750.0","28,200.0","10160000","-0.70%"
"17/05/2024","28,500.0","28,500.0","28,550.0","28,300.0","7140000","0.35%"
"16/05/2024","28,400.0","28,100.0","28,650.0","28,100.0","16790000","2.16%"
"15/05/2024","27,800.0","27,350.0","27,900.0","27,300.0","9800000","2.02%"
"14/05/2024","27,250.0","27,300.0","27,550.0","27,200.0","7430000","0.00%"
"13/05/2024","27,250.0","27,700.0","27,700.0","27,200.0","7860000","-1.27%"
"10/05/2024","27,600.0","27,900.0","28,000.0","27,600.0","6900000","-0.72%"
"09/05/2024","27,800.0","28,000.0","28,150.0","27,800.0","7550000","-0.54%"
"08/05/2024","27,950.0","28,300.0","28,350.0","27,850.0","9180000","-1.24%"
"07/05/2024","28,300.0","28,150.0","28,350.0","28,100.0","8560000","0.71%"
"06/05/2024","28,100.0","27,950.0","28,150.0","27,650.0","8810000","2.00%"
"03/05/2024","27,550.0","27,800.0","28,050.0","27,500.0","8850000","-0.18%"
"02/05/2024","27,600.0","28,350.0","28,350.0","27,500.0","10050000","-2.13%"
"26/04/2024","28,200.0","28,250.0","28,950.0","28,100.0","11930000","-0.88%"
"25/04/2024","28,450.0","28,600.0","28,650.0","28,200.0","9380000","-0.52%"
"24/04/2024","28,600.0","27,900.0","28,600.0","27,800.0","13990000","2.88%"
"23/04/2024","27,800.0","27,550.0","28,150.0","27,550.0","18400000","0.54%"
"22/04/2024","27,650.0","27,400.0","28,150.0","27,100.0","13420000","3.17%"
"19/04/2024","26,800.0","26,400.0","28,000.0","26,150.0","23050000","0.00%"
"17/04/2024","26,800.0","27,600.0","27,600.0","26,800.0","12960000","-1.83%"
"16/04/2024","27,300.0","27,650.0","27,800.0","27,200.0","22650000","-0.73%"
"15/04/2024","27,500.0","29,000.0","29,400.0","27,500.0","24340000","-5.50%"
"12/04/2024","29,100.0","29,100.0","29,400.0","28,900.0","15450000","0.87%"
"11/04/2024","28,850.0","28,900.0","29,100.0","28,750.0","10460000","-0.86%"
