"Date","Last","Open","High","Low","Vol.","Change %"
"08/06/2020","30,430","30,319","30,541","30,207","1200000","0.18%"
"05/06/2020","30,374","30,319","30,374","30,207","1020000","0.18%"
"04/06/2020","30,319","30,041","30,764","29,651","1910000","0.37%"
"03/06/2020","30,207","30,096","30,319","29,595","1240000","0.18%"
"02/06/2020","30,152","30,430","30,764","29,762","2130000","-1.45%"
"01/06/2020","30,597","29,874","30,597","29,707","2140000","2.42%"
"29/05/2020","29,874","30,041","30,541","29,651","1620000","-1.10%"
"28/05/2020","30,207","29,929","30,541","29,317","2450000","0.93%"
"27/05/2020","29,929","29,707","30,096","29,206","1890000","0.75%"
"26/05/2020","29,707","29,707","29,985","29,206","2010000","0.19%"
"25/05/2020","29,651","29,707","29,985","29,039","1860000","0.00%"
"22/05/2020","29,651","29,762","30,207","29,150","1890000","-0.37%"
"21/05/2020","29,762","29,595","29,929","28,984","3150000","0.75%"
"20/05/2020","29,540","29,595","29,762","28,928","1780000","0.19%"
"19/05/2020","29,484","29,429","29,762","28,984","1730000","0.38%"
"18/05/2020","29,373","29,262","29,595","28,705","2220000","0.38%"
"15/05/2020","29,262","29,317","29,985","28,984","1640000","0.00%"
"14/05/2020","29,262","29,039","29,762","28,650","2200000","0.19%"
"13/05/2020","29,206","29,317","29,373","28,650","2330000","-0.38%"
"12/05/2020","29,317","30,096","30,152","29,206","1760000","-2.41%"
"11/05/2020","30,041","28,872","30,319","28,872","1540000","0.19%"
"08/05/2020","29,985","29,540","30,041","29,484","2410000","1.51%"
"07/05/2020","29,540","29,484","29,818","28,761","2730000","0.19%"
"06/05/2020","29,484","29,206","29,874","28,650","2310000","0.38%"
"05/05/2020","29,373","29,373","30,319","28,928","3270000","0.00%"
"04/05/2020","29,373","29,762","30,597","28,984","2000000","-0.75%"
"29/04/2020","29,595","29,484","30,152","28,817","2870000","0.19%"
"28/04/2020","29,540","29,373","30,041","28,928","2030000","0.57%"
"27/04/2020","29,373","29,484","29,818","28,761","1530000","-0.38%"
"24/04/2020","29,484","29,206","29,762","28,650","1990000","0.76%"
"23/04/2020","29,262","29,206","29,874","28,650","2080000","0.19%"
"22/04/2020","29,206","28,984","29,206","28,483","1330000","0.00%"
"21/04/2020","29,206","28,928","29,373","28,650","1180000","-0.38%"
"20/04/2020","29,317","29,317","29,484","28,483","1590000","0.00%"
"17/04/2020","29,317","28,984","29,484","28,872","1150000","1.54%"
"16/04/2020","28,872","28,761","28,872","28,594","818400","0.00%"
"15/04/2020","28,872","28,817","28,928","28,483","803340","0.00%"
"14/04/2020","28,872","28,817","28,872","28,538","736140","-0.19%"
"13/04/2020","28,928","28,872","28,984","28,594","524230","0.00%"
"10/04/2020","28,928","28,928","28,928","28,594","417140","0.00%"
"09/04/2020","28,928","28,984","29,484","28,817","956400","0.00%"
"08/04/2020","28,928","28,761","28,928","28,483","506020","0.58%"
"07/04/2020","28,761","28,928","28,984","28,260","1060000","-0.58%"
"06/04/2020","28,928","28,872","28,928","28,594","439940","0.19%"
"03/04/2020","28,872","28,817","28,872","28,483","676230","0.19%"
"01/04/2020","28,817","28,872","28,928","28,761","831380","-0.19%"
"31/03/2020","28,872","28,705","28,928","28,705","814000","0.00%"
"30/03/2020","28,872","28,705","28,928","28,427","430090","-0.19%"
"27/03/2020","28,928","28,928","28,928","28,372","1310000","0.39%"
"26/03/2020","28,817","28,650","28,928","28,372","406130","-0.58%"
"25/03/2020","28,984","28,928","29,039","28,538","568160","0.19%"
"24/03/2020","28,928","28,650","29,206","28,594","752970","0.00%"
"23/03/2020","28,928","28,093","28,928","27,481","1650000","1.96%"
"20/03/2020","28,372","28,372","28,372","27,315","5250000","0.00%"
"19/03/2020","28,372","28,372","28,372","27,871","1280000","0.00%"
"18/03/2020","28,372","28,538","28,650","27,815","834720","-0.97%"
"17/03/2020","28,650","28,650","28,705","28,260","550170","-0.19%"
